"","date","county","state","cases","deaths","Tweet_count"
"1","2020-09-01","autauga","alabama",1453,24,0
"2","2020-09-01","baldwin","alabama",4568,42,0
"3","2020-09-01","barbour","alabama",764,7,0
"4","2020-09-01","bibb","alabama",558,8,0
"5","2020-09-01","blount","alabama",1303,11,0
"6","2020-09-01","bullock","alabama",559,14,0
"7","2020-09-01","butler","alabama",871,37,0
"8","2020-09-01","calhoun","alabama",2619,38,0
"9","2020-09-01","chambers","alabama",1041,40,0
"10","2020-09-01","cherokee","alabama",417,12,0
"11","2020-09-01","chilton","alabama",1213,13,0
"12","2020-09-01","choctaw","alabama",326,12,0
"13","2020-09-01","clarke","alabama",995,14,0
"14","2020-09-01","clay","alabama",379,6,0
"15","2020-09-01","cleburne","alabama",211,5,0
"16","2020-09-01","coffee","alabama",1096,7,0
"17","2020-09-01","colbert","alabama",1472,22,0
"18","2020-09-01","conecuh","alabama",488,11,0
"19","2020-09-01","coosa","alabama",137,3,0
"20","2020-09-01","covington","alabama",1104,27,0
"21","2020-09-01","crenshaw","alabama",474,29,0
"22","2020-09-01","cullman","alabama",1664,15,1
"23","2020-09-01","dale","alabama",1110,38,0
"24","2020-09-01","dallas","alabama",1642,25,0
"25","2020-09-01","dekalb","alabama",2166,16,0
"26","2020-09-01","elmore","alabama",2230,45,0
"27","2020-09-01","escambia","alabama",1434,22,0
"28","2020-09-01","etowah","alabama",2834,40,0
"29","2020-09-01","fayette","alabama",323,6,0
"30","2020-09-01","franklin","alabama",1567,27,0
"31","2020-09-01","geneva","alabama",442,4,0
"32","2020-09-01","greene","alabama",285,15,0
"33","2020-09-01","hale","alabama",564,28,0
"34","2020-09-01","henry","alabama",383,4,0
"35","2020-09-01","houston","alabama",2088,19,0
"36","2020-09-01","jackson","alabama",1322,9,0
"37","2020-09-01","jefferson","alabama",16679,303,1
"38","2020-09-01","lamar","alabama",295,2,0
"39","2020-09-01","lauderdale","alabama",1456,25,0
"40","2020-09-01","lawrence","alabama",480,5,0
"41","2020-09-01","lee","alabama",4769,55,0
"42","2020-09-01","limestone","alabama",1712,16,0
"43","2020-09-01","lowndes","alabama",624,26,0
"44","2020-09-01","macon","alabama",440,19,0
"45","2020-09-01","madison","alabama",6570,60,1
"46","2020-09-01","marengo","alabama",651,18,0
"47","2020-09-01","marion","alabama",794,28,0
"48","2020-09-01","marshall","alabama",3639,42,0
"49","2020-09-01","mobile","alabama",12318,263,0
"50","2020-09-01","monroe","alabama",547,7,0
"51","2020-09-01","montgomery","alabama",8053,164,0
"52","2020-09-01","morgan","alabama",2934,24,0
"53","2020-09-01","perry","alabama",519,5,0
"54","2020-09-01","pickens","alabama",564,12,0
"55","2020-09-01","pike","alabama",985,8,0
"56","2020-09-01","randolph","alabama",523,12,0
"57","2020-09-01","russell","alabama",1637,2,0
"58","2020-09-01","shelby","alabama",4677,47,0
"59","2020-09-01","st.clair","alabama",1877,29,0
"60","2020-09-01","sumter","alabama",406,19,0
"61","2020-09-01","talladega","alabama",1787,21,0
"62","2020-09-01","tallapoosa","alabama",1063,82,0
"63","2020-09-01","tuscaloosa","alabama",5949,100,1
"64","2020-09-01","walker","alabama",1937,76,0
"65","2020-09-01","washington","alabama",523,13,0
"66","2020-09-01","wilcox","alabama",517,11,0
"67","2020-09-01","winston","alabama",589,11,0
"68","2020-09-01","aleutianseast borough","alaska",4,0,0
"69","2020-09-01","aleutianswest census area","alaska",92,0,0
"70","2020-09-01","anchorage","alaska",3156,23,0
"71","2020-09-01","bethelcensus area","alaska",64,1,0
"72","2020-09-01","bristolbay plus lake and peninsula","alaska",76,0,0
"73","2020-09-01","denaliborough","alaska",5,0,0
"74","2020-09-01","dillinghamcensus area","alaska",26,0,0
"75","2020-09-01","fairbanksnorth star borough","alaska",689,8,0
"76","2020-09-01","hainesborough","alaska",10,0,0
"77","2020-09-01","juneau and borough","alaska",260,0,0
"78","2020-09-01","kenaipeninsula borough","alaska",569,1,0
"79","2020-09-01","ketchikangateway borough","alaska",63,0,0
"80","2020-09-01","kodiakisland borough","alaska",58,0,0
"81","2020-09-01","kusilvakcensus area","alaska",8,0,0
"82","2020-09-01","matanuskasusitnaborough","alaska",486,2,0
"83","2020-09-01","nomecensus area","alaska",45,0,0
"84","2020-09-01","northslope borough","alaska",43,0,0
"85","2020-09-01","northwestarctic borough","alaska",66,0,0
"86","2020-09-01","petersburgborough","alaska",11,0,0
"87","2020-09-01","princeof waleshyder census area","alaska",25,0,0
"88","2020-09-01","sitka and borough","alaska",51,0,0
"89","2020-09-01","southeastfairbanks census area","alaska",32,0,0
"90","2020-09-01","unknown","alaska",37,0,0
"91","2020-09-01","valdezcordovacensus area","alaska",121,0,0
"92","2020-09-01","wrangell and borough","alaska",17,0,0
"93","2020-09-01","yakutatplus hoonahangoon","alaska",22,0,0
"94","2020-09-01","yukonkoyukukcensus area","alaska",73,1,0
"95","2020-09-01","apache","arizona",3341,154,0
"96","2020-09-01","cochise","arizona",1829,63,0
"97","2020-09-01","coconino","arizona",3334,126,2
"98","2020-09-01","gila","arizona",1113,47,1
"99","2020-09-01","graham","arizona",717,22,0
"100","2020-09-01","greenlee","arizona",58,2,0
"101","2020-09-01","lapaz","arizona",498,15,0
"102","2020-09-01","maricopa","arizona",134004,2976,4
"103","2020-09-01","mohave","arizona",3639,206,0
"104","2020-09-01","navajo","arizona",5602,220,0
"105","2020-09-01","pima","arizona",21286,576,2
"106","2020-09-01","pinal","arizona",9616,186,0
"107","2020-09-01","santacruz","arizona",2760,57,0
"108","2020-09-01","yavapai","arizona",2321,77,0
"109","2020-09-01","yuma","arizona",12257,321,1
"110","2020-09-01","arkansas","arkansas",284,3,0
"111","2020-09-01","ashley","arkansas",388,7,0
"112","2020-09-01","baxter","arkansas",139,0,0
"113","2020-09-01","benton","arkansas",5394,54,0
"114","2020-09-01","boone","arkansas",369,3,0
"115","2020-09-01","bradley","arkansas",295,6,0
"116","2020-09-01","calhoun","arkansas",24,0,0
"117","2020-09-01","carroll","arkansas",470,7,0
"118","2020-09-01","chicot","arkansas",962,11,0
"119","2020-09-01","clark","arkansas",236,3,0
"120","2020-09-01","clay","arkansas",182,5,0
"121","2020-09-01","cleburne","arkansas",259,7,0
"122","2020-09-01","cleveland","arkansas",137,4,0
"123","2020-09-01","columbia","arkansas",297,15,0
"124","2020-09-01","conway","arkansas",210,3,0
"125","2020-09-01","craighead","arkansas",1881,15,0
"126","2020-09-01","crawford","arkansas",931,9,0
"127","2020-09-01","crittenden","arkansas",1648,34,0
"128","2020-09-01","cross","arkansas",280,5,0
"129","2020-09-01","dallas","arkansas",127,2,0
"130","2020-09-01","desha","arkansas",243,5,0
"131","2020-09-01","drew","arkansas",305,5,0
"132","2020-09-01","faulkner","arkansas",1703,9,0
"133","2020-09-01","franklin","arkansas",168,2,0
"134","2020-09-01","fulton","arkansas",71,0,0
"135","2020-09-01","garland","arkansas",1434,29,0
"136","2020-09-01","grant","arkansas",191,1,0
"137","2020-09-01","greene","arkansas",635,4,0
"138","2020-09-01","hempstead","arkansas",330,3,0
"139","2020-09-01","hotspring","arkansas",1719,21,0
"140","2020-09-01","howard","arkansas",425,5,0
"141","2020-09-01","independence","arkansas",770,6,0
"142","2020-09-01","izard","arkansas",105,0,0
"143","2020-09-01","jackson","arkansas",184,1,0
"144","2020-09-01","jefferson","arkansas",2112,50,1
"145","2020-09-01","johnson","arkansas",765,4,0
"146","2020-09-01","lafayette","arkansas",70,2,0
"147","2020-09-01","lawrence","arkansas",250,10,0
"148","2020-09-01","lee","arkansas",1004,11,0
"149","2020-09-01","lincoln","arkansas",1608,13,0
"150","2020-09-01","littleriver","arkansas",284,15,0
"151","2020-09-01","logan","arkansas",365,1,0
"152","2020-09-01","lonoke","arkansas",728,4,0
"153","2020-09-01","madison","arkansas",296,2,0
"154","2020-09-01","marion","arkansas",46,0,0
"155","2020-09-01","miller","arkansas",612,9,0
"156","2020-09-01","mississippi","arkansas",1352,22,0
"157","2020-09-01","monroe","arkansas",95,0,0
"158","2020-09-01","montgomery","arkansas",104,3,0
"159","2020-09-01","nevada","arkansas",162,12,0
"160","2020-09-01","newton","arkansas",120,15,0
"161","2020-09-01","ouachita","arkansas",158,4,0
"162","2020-09-01","perry","arkansas",63,1,0
"163","2020-09-01","phillips","arkansas",407,10,0
"164","2020-09-01","pike","arkansas",177,1,0
"165","2020-09-01","poinsett","arkansas",489,6,0
"166","2020-09-01","polk","arkansas",225,3,0
"167","2020-09-01","pope","arkansas",1776,16,0
"168","2020-09-01","prairie","arkansas",115,0,0
"169","2020-09-01","pulaski","arkansas",7121,109,0
"170","2020-09-01","randolph","arkansas",311,12,0
"171","2020-09-01","saline","arkansas",1591,13,0
"172","2020-09-01","scott","arkansas",86,0,0
"173","2020-09-01","searcy","arkansas",101,0,0
"174","2020-09-01","sebastian","arkansas",2900,34,0
"175","2020-09-01","sevier","arkansas",1159,12,0
"176","2020-09-01","sharp","arkansas",149,5,0
"177","2020-09-01","st.francis","arkansas",1348,4,0
"178","2020-09-01","stone","arkansas",196,3,0
"179","2020-09-01","union","arkansas",692,20,0
"180","2020-09-01","unknown","arkansas",897,0,0
"181","2020-09-01","vanburen","arkansas",120,2,0
"182","2020-09-01","washington","arkansas",6921,68,0
"183","2020-09-01","white","arkansas",533,11,0
"184","2020-09-01","woodruff","arkansas",27,0,0
"185","2020-09-01","yell","arkansas",1166,23,0
"186","2020-09-01","alameda","california",18466,257,3
"187","2020-09-01","alpine","california",2,0,0
"188","2020-09-01","amador","california",242,15,0
"189","2020-09-01","butte","california",2146,23,1
"190","2020-09-01","calaveras","california",257,2,0
"191","2020-09-01","colusa","california",456,6,0
"192","2020-09-01","contracosta","california",14035,179,1
"193","2020-09-01","delnorte","california",123,1,0
"194","2020-09-01","eldorado","california",973,2,0
"195","2020-09-01","fresno","california",25185,290,0
"196","2020-09-01","glenn","california",437,3,0
"197","2020-09-01","humboldt","california",393,4,0
"198","2020-09-01","imperial","california",10711,293,0
"199","2020-09-01","inyo","california",160,13,0
"200","2020-09-01","kern","california",29459,292,0
"201","2020-09-01","kings","california",6362,74,0
"202","2020-09-01","lake","california",341,4,0
"203","2020-09-01","lassen","california",715,0,0
"204","2020-09-01","losangeles","california",242521,5829,46
"205","2020-09-01","madera","california",3836,55,0
"206","2020-09-01","marin","california",6205,96,0
"207","2020-09-01","mariposa","california",73,2,0
"208","2020-09-01","mendocino","california",714,17,0
"209","2020-09-01","merced","california",8081,118,0
"210","2020-09-01","modoc","california",12,0,0
"211","2020-09-01","mono","california",162,2,0
"212","2020-09-01","monterey","california",8068,58,1
"213","2020-09-01","napa","california",1445,13,1
"214","2020-09-01","nevada","california",449,5,0
"215","2020-09-01","orange","california",48825,988,4
"216","2020-09-01","placer","california",3027,33,1
"217","2020-09-01","plumas","california",39,0,0
"218","2020-09-01","riverside","california",53153,1026,8
"219","2020-09-01","sacramento","california",18285,296,4
"220","2020-09-01","sanbenito","california",1112,8,0
"221","2020-09-01","sanbernardino","california",47642,716,2
"222","2020-09-01","sandiego","california",38934,688,3
"223","2020-09-01","sanfrancisco","california",9547,83,8
"224","2020-09-01","sanjoaquin","california",17807,330,0
"225","2020-09-01","sanluis obispo","california",3006,20,0
"226","2020-09-01","sanmateo","california",8260,132,2
"227","2020-09-01","santabarbara","california",8164,95,1
"228","2020-09-01","santaclara","california",17465,249,3
"229","2020-09-01","santacruz","california",1755,7,2
"230","2020-09-01","shasta","california",572,12,0
"231","2020-09-01","sierra","california",6,0,0
"232","2020-09-01","siskiyou","california",138,0,1
"233","2020-09-01","solano","california",5552,47,0
"234","2020-09-01","sonoma","california",5917,83,0
"235","2020-09-01","stanislaus","california",14786,262,1
"236","2020-09-01","sutter","california",1436,10,1
"237","2020-09-01","tehama","california",421,1,0
"238","2020-09-01","trinity","california",14,0,0
"239","2020-09-01","tulare","california",14305,234,0
"240","2020-09-01","tuolumne","california",185,2,0
"241","2020-09-01","ventura","california",10866,116,3
"242","2020-09-01","yolo","california",2438,52,0
"243","2020-09-01","yuba","california",944,6,0
"244","2020-09-01","adams","colorado",7647,197,0
"245","2020-09-01","alamosa","colorado",238,9,0
"246","2020-09-01","arapahoe","colorado",8277,369,0
"247","2020-09-01","archuleta","colorado",48,0,0
"248","2020-09-01","baca","colorado",16,0,0
"249","2020-09-01","bent","colorado",11,0,0
"250","2020-09-01","boulder","colorado",2324,79,0
"251","2020-09-01","broomfield","colorado",540,33,0
"252","2020-09-01","chaffee","colorado",316,19,0
"253","2020-09-01","cheyenne","colorado",9,0,0
"254","2020-09-01","clearcreek","colorado",35,1,0
"255","2020-09-01","conejos","colorado",31,0,0
"256","2020-09-01","costilla","colorado",32,1,0
"257","2020-09-01","crowley","colorado",73,1,0
"258","2020-09-01","custer","colorado",17,0,0
"259","2020-09-01","delta","colorado",165,2,0
"260","2020-09-01","denver","colorado",11307,434,2
"261","2020-09-01","dolores","colorado",2,0,0
"262","2020-09-01","douglas","colorado",2118,60,0
"263","2020-09-01","eagle","colorado",1184,9,0
"264","2020-09-01","elbert","colorado",121,2,0
"265","2020-09-01","elpaso","colorado",6102,153,2
"266","2020-09-01","fremont","colorado",157,0,0
"267","2020-09-01","garfield","colorado",845,4,0
"268","2020-09-01","gilpin","colorado",18,0,0
"269","2020-09-01","grand","colorado",66,1,0
"270","2020-09-01","gunnison","colorado",291,7,0
"271","2020-09-01","hinsdale","colorado",3,0,0
"272","2020-09-01","huerfano","colorado",9,1,0
"273","2020-09-01","jackson","colorado",9,0,0
"274","2020-09-01","jefferson","colorado",4834,237,2
"275","2020-09-01","kitcarson","colorado",75,3,0
"276","2020-09-01","lake","colorado",80,0,0
"277","2020-09-01","laplata","colorado",241,2,0
"278","2020-09-01","larimer","colorado",1976,42,1
"279","2020-09-01","lasanimas","colorado",20,0,0
"280","2020-09-01","lincoln","colorado",8,0,0
"281","2020-09-01","logan","colorado",691,5,0
"282","2020-09-01","mesa","colorado",416,5,0
"283","2020-09-01","mineral","colorado",19,0,0
"284","2020-09-01","moffat","colorado",34,1,0
"285","2020-09-01","montezuma","colorado",126,5,1
"286","2020-09-01","montrose","colorado",344,13,0
"287","2020-09-01","morgan","colorado",716,48,0
"288","2020-09-01","otero","colorado",82,6,0
"289","2020-09-01","ouray","colorado",25,1,0
"290","2020-09-01","park","colorado",43,1,0
"291","2020-09-01","phillips","colorado",19,0,0
"292","2020-09-01","pitkin","colorado",198,2,0
"293","2020-09-01","prowers","colorado",85,0,1
"294","2020-09-01","pueblo","colorado",875,34,0
"295","2020-09-01","rioblanco","colorado",23,0,0
"296","2020-09-01","riogrande","colorado",94,2,0
"297","2020-09-01","routt","colorado",134,8,0
"298","2020-09-01","saguache","colorado",111,2,0
"299","2020-09-01","sanjuan","colorado",6,0,0
"300","2020-09-01","sanmiguel","colorado",93,0,0
"301","2020-09-01","sedgwick","colorado",12,1,0
"302","2020-09-01","summit","colorado",364,4,0
"303","2020-09-01","teller","colorado",162,3,0
"304","2020-09-01","washington","colorado",53,0,0
"305","2020-09-01","weld","colorado",4085,146,0
"306","2020-09-01","yuma","colorado",63,0,0
"307","2020-09-01","fairfield","connecticut",18939,1415,1
"308","2020-09-01","hartford","connecticut",13529,1425,2
"309","2020-09-01","litchfield","connecticut",1713,138,0
"310","2020-09-01","middlesex","connecticut",1466,192,1
"311","2020-09-01","newhaven","connecticut",13711,1109,1
"312","2020-09-01","newlondon","connecticut",1587,107,0
"313","2020-09-01","tolland","connecticut",1147,65,0
"314","2020-09-01","unknown","connecticut",107,0,0
"315","2020-09-01","windham","connecticut",807,15,0
"316","2020-09-01","kent","delaware",2639,110,0
"317","2020-09-01","newcastle","delaware",8250,300,4
"318","2020-09-01","sussex","delaware",6357,195,0
"319","2020-09-01","unknown","delaware",289,0,0
"320","2020-09-01","districtof columbia","district of columbia",14049,607,11
"321","2020-09-01","alachua","florida",5251,33,1
"322","2020-09-01","baker","florida",1164,6,0
"323","2020-09-01","bay","florida",5399,79,0
"324","2020-09-01","bradford","florida",753,5,0
"325","2020-09-01","brevard","florida",7378,210,0
"326","2020-09-01","broward","florida",72245,1187,4
"327","2020-09-01","calhoun","florida",571,9,0
"328","2020-09-01","charlotte","florida",2713,112,0
"329","2020-09-01","citrus","florida",2124,59,0
"330","2020-09-01","clay","florida",4155,77,0
"331","2020-09-01","collier","florida",11796,177,1
"332","2020-09-01","columbia","florida",3379,38,0
"333","2020-09-01","desoto","florida",1493,22,0
"334","2020-09-01","dixie","florida",735,4,0
"335","2020-09-01","duval","florida",26683,259,1
"336","2020-09-01","escambia","florida",11256,188,0
"337","2020-09-01","flagler","florida",1323,15,0
"338","2020-09-01","franklin","florida",549,3,0
"339","2020-09-01","gadsden","florida",2360,31,1
"340","2020-09-01","gilchrist","florida",468,10,0
"341","2020-09-01","glades","florida",458,3,0
"342","2020-09-01","gulf","florida",827,12,0
"343","2020-09-01","hamilton","florida",703,6,0
"344","2020-09-01","hardee","florida",1104,9,0
"345","2020-09-01","hendry","florida",1979,39,0
"346","2020-09-01","hernando","florida",2685,85,0
"347","2020-09-01","highlands","florida",1838,67,0
"348","2020-09-01","hillsborough","florida",37458,551,0
"349","2020-09-01","holmes","florida",640,5,0
"350","2020-09-01","indianriver","florida",2858,102,0
"351","2020-09-01","jackson","florida",2385,66,0
"352","2020-09-01","jefferson","florida",502,6,0
"353","2020-09-01","lafayette","florida",1204,10,0
"354","2020-09-01","lake","florida",6538,118,0
"355","2020-09-01","lee","florida",18823,426,0
"356","2020-09-01","leon","florida",6474,35,1
"357","2020-09-01","levy","florida",921,6,0
"358","2020-09-01","liberty","florida",436,7,0
"359","2020-09-01","madison","florida",877,15,0
"360","2020-09-01","manatee","florida",10490,260,0
"361","2020-09-01","marion","florida",8582,187,0
"362","2020-09-01","martin","florida",4533,118,0
"363","2020-09-01","miamidade","florida",159058,2537,7
"364","2020-09-01","monroe","florida",1743,16,1
"365","2020-09-01","nassau","florida",1728,20,0
"366","2020-09-01","okaloosa","florida",4198,77,0
"367","2020-09-01","okeechobee","florida",1248,15,0
"368","2020-09-01","orange","florida",36399,377,2
"369","2020-09-01","osceola","florida",11260,129,2
"370","2020-09-01","palmbeach","florida",42385,1128,2
"371","2020-09-01","pasco","florida",8135,180,1
"372","2020-09-01","pinellas","florida",20026,663,0
"373","2020-09-01","polk","florida",17159,447,1
"374","2020-09-01","putnam","florida",1790,38,0
"375","2020-09-01","saintjohns","florida",0,0,1
"376","2020-09-01","saintlucie","florida",0,0,1
"377","2020-09-01","santarosa","florida",4714,57,0
"378","2020-09-01","sarasota","florida",7239,204,0
"379","2020-09-01","seminole","florida",8173,173,0
"380","2020-09-01","st.johns","florida",4389,59,0
"381","2020-09-01","st.lucie","florida",7120,236,0
"382","2020-09-01","sumter","florida",1881,53,0
"383","2020-09-01","suwannee","florida",2455,60,0
"384","2020-09-01","taylor","florida",1208,9,0
"385","2020-09-01","union","florida",603,5,0
"386","2020-09-01","unknown","florida",1027,0,0
"387","2020-09-01","volusia","florida",9417,190,4
"388","2020-09-01","wakulla","florida",896,7,0
"389","2020-09-01","walton","florida",1662,20,0
"390","2020-09-01","washington","florida",1009,16,0
"391","2020-09-01","appling","georgia",892,23,0
"392","2020-09-01","atkinson","georgia",408,3,0
"393","2020-09-01","bacon","georgia",523,9,0
"394","2020-09-01","baker","georgia",71,3,0
"395","2020-09-01","baldwin","georgia",1705,52,0
"396","2020-09-01","banks","georgia",385,6,0
"397","2020-09-01","barrow","georgia",1772,38,0
"398","2020-09-01","bartow","georgia",2450,72,0
"399","2020-09-01","benhill","georgia",632,14,0
"400","2020-09-01","berrien","georgia",382,6,0
"401","2020-09-01","bibb","georgia",5430,127,0
"402","2020-09-01","bleckley","georgia",352,17,0
"403","2020-09-01","brantley","georgia",310,8,0
"404","2020-09-01","brooks","georgia",478,22,0
"405","2020-09-01","bryan","georgia",866,9,0
"406","2020-09-01","bulloch","georgia",2049,21,0
"407","2020-09-01","burke","georgia",658,8,0
"408","2020-09-01","butts","georgia",569,40,0
"409","2020-09-01","calhoun","georgia",225,7,0
"410","2020-09-01","camden","georgia",1023,7,0
"411","2020-09-01","candler","georgia",356,14,0
"412","2020-09-01","carroll","georgia",2336,62,0
"413","2020-09-01","catoosa","georgia",877,17,0
"414","2020-09-01","charlton","georgia",572,6,0
"415","2020-09-01","chatham","georgia",7129,124,1
"416","2020-09-01","chattahoochee","georgia",1192,2,0
"417","2020-09-01","chattooga","georgia",584,6,0
"418","2020-09-01","cherokee","georgia",4895,79,1
"419","2020-09-01","clarke","georgia",3070,30,0
"420","2020-09-01","clay","georgia",113,2,2
"421","2020-09-01","clayton","georgia",6529,142,2
"422","2020-09-01","clinch","georgia",294,4,0
"423","2020-09-01","cobb","georgia",17097,395,0
"424","2020-09-01","coffee","georgia",1797,37,0
"425","2020-09-01","colquitt","georgia",1770,26,0
"426","2020-09-01","columbia","georgia",3179,45,0
"427","2020-09-01","cook","georgia",510,11,0
"428","2020-09-01","coweta","georgia",2266,26,0
"429","2020-09-01","crawford","georgia",153,3,0
"430","2020-09-01","crisp","georgia",474,15,0
"431","2020-09-01","dade","georgia",200,3,0
"432","2020-09-01","dawson","georgia",680,7,0
"433","2020-09-01","decatur","georgia",992,21,0
"434","2020-09-01","dekalb","georgia",16650,304,2
"435","2020-09-01","dodge","georgia",331,7,0
"436","2020-09-01","dooly","georgia",285,14,0
"437","2020-09-01","dougherty","georgia",2993,180,0
"438","2020-09-01","douglas","georgia",3179,67,0
"439","2020-09-01","early","georgia",418,32,0
"440","2020-09-01","echols","georgia",237,2,0
"441","2020-09-01","effingham","georgia",1080,17,0
"442","2020-09-01","elbert","georgia",480,1,0
"443","2020-09-01","emanuel","georgia",771,22,0
"444","2020-09-01","evans","georgia",373,5,0
"445","2020-09-01","fannin","georgia",465,8,0
"446","2020-09-01","fayette","georgia",1585,38,0
"447","2020-09-01","floyd","georgia",2313,32,0
"448","2020-09-01","forsyth","georgia",3154,33,0
"449","2020-09-01","franklin","georgia",563,11,0
"450","2020-09-01","fulton","georgia",25063,525,5
"451","2020-09-01","gilmer","georgia",751,8,0
"452","2020-09-01","glascock","georgia",34,2,0
"453","2020-09-01","glynn","georgia",3053,71,0
"454","2020-09-01","gordon","georgia",1534,30,0
"455","2020-09-01","grady","georgia",669,12,0
"456","2020-09-01","greene","georgia",445,17,0
"457","2020-09-01","gwinnett","georgia",24477,341,0
"458","2020-09-01","habersham","georgia",1363,62,0
"459","2020-09-01","hall","georgia",7801,128,0
"460","2020-09-01","hancock","georgia",360,39,0
"461","2020-09-01","haralson","georgia",333,8,0
"462","2020-09-01","harris","georgia",728,21,0
"463","2020-09-01","hart","georgia",420,11,0
"464","2020-09-01","heard","georgia",172,5,1
"465","2020-09-01","henry","georgia",4442,80,0
"466","2020-09-01","houston","georgia",2647,69,0
"467","2020-09-01","irwin","georgia",222,4,0
"468","2020-09-01","jackson","georgia",1523,26,0
"469","2020-09-01","jasper","georgia",195,4,0
"470","2020-09-01","jeffdavis","georgia",645,11,0
"471","2020-09-01","jefferson","georgia",671,18,0
"472","2020-09-01","jenkins","georgia",322,25,0
"473","2020-09-01","johnson","georgia",342,13,0
"474","2020-09-01","jones","georgia",459,5,0
"475","2020-09-01","lamar","georgia",325,16,0
"476","2020-09-01","lanier","georgia",265,5,0
"477","2020-09-01","laurens","georgia",1353,48,0
"478","2020-09-01","lee","georgia",666,24,0
"479","2020-09-01","liberty","georgia",932,18,0
"480","2020-09-01","lincoln","georgia",196,7,0
"481","2020-09-01","long","georgia",184,3,0
"482","2020-09-01","lowndes","georgia",3496,66,0
"483","2020-09-01","lumpkin","georgia",719,12,0
"484","2020-09-01","macon","georgia",206,10,0
"485","2020-09-01","madison","georgia",540,8,0
"486","2020-09-01","marion","georgia",171,6,0
"487","2020-09-01","mcduffie","georgia",521,13,0
"488","2020-09-01","mcintosh","georgia",248,5,0
"489","2020-09-01","meriwether","georgia",488,9,0
"490","2020-09-01","miller","georgia",216,0,0
"491","2020-09-01","mitchell","georgia",714,45,0
"492","2020-09-01","monroe","georgia",597,42,0
"493","2020-09-01","montgomery","georgia",217,3,0
"494","2020-09-01","morgan","georgia",419,2,0
"495","2020-09-01","murray","georgia",716,3,0
"496","2020-09-01","muscogee","georgia",5484,135,0
"497","2020-09-01","newton","georgia",2325,62,0
"498","2020-09-01","oconee","georgia",560,20,0
"499","2020-09-01","oglethorpe","georgia",281,11,0
"500","2020-09-01","paulding","georgia",2300,34,0
"501","2020-09-01","peach","georgia",572,17,0
"502","2020-09-01","pickens","georgia",525,6,0
"503","2020-09-01","pierce","georgia",520,13,0
"504","2020-09-01","pike","georgia",280,8,0
"505","2020-09-01","polk","georgia",1220,15,0
"506","2020-09-01","pulaski","georgia",223,7,0
"507","2020-09-01","putnam","georgia",616,20,0
"508","2020-09-01","quitman","georgia",31,1,0
"509","2020-09-01","rabun","georgia",283,6,0
"510","2020-09-01","randolph","georgia",314,27,0
"511","2020-09-01","richmond","georgia",6062,131,0
"512","2020-09-01","rockdale","georgia",1665,33,0
"513","2020-09-01","schley","georgia",95,2,0
"514","2020-09-01","screven","georgia",295,9,0
"515","2020-09-01","seminole","georgia",295,8,0
"516","2020-09-01","spalding","georgia",1182,51,0
"517","2020-09-01","stephens","georgia",853,27,0
"518","2020-09-01","stewart","georgia",356,11,0
"519","2020-09-01","sumter","georgia",861,60,0
"520","2020-09-01","talbot","georgia",155,5,0
"521","2020-09-01","taliaferro","georgia",19,0,0
"522","2020-09-01","tattnall","georgia",685,7,0
"523","2020-09-01","taylor","georgia",160,7,0
"524","2020-09-01","telfair","georgia",349,13,0
"525","2020-09-01","terrell","georgia",320,31,0
"526","2020-09-01","thomas","georgia",1413,49,0
"527","2020-09-01","tift","georgia",1511,49,0
"528","2020-09-01","toombs","georgia",1080,19,0
"529","2020-09-01","towns","georgia",213,6,0
"530","2020-09-01","treutlen","georgia",215,5,0
"531","2020-09-01","troup","georgia",2602,85,0
"532","2020-09-01","turner","georgia",279,21,0
"533","2020-09-01","twiggs","georgia",166,7,0
"534","2020-09-01","union","georgia",488,11,0
"535","2020-09-01","unknown","georgia",2480,4,0
"536","2020-09-01","upson","georgia",664,57,0
"537","2020-09-01","walker","georgia",1046,22,0
"538","2020-09-01","walton","georgia",1506,48,0
"539","2020-09-01","ware","georgia",1347,45,0
"540","2020-09-01","warren","georgia",120,5,0
"541","2020-09-01","washington","georgia",617,4,0
"542","2020-09-01","wayne","georgia",967,25,0
"543","2020-09-01","webster","georgia",38,2,0
"544","2020-09-01","wheeler","georgia",149,6,0
"545","2020-09-01","white","georgia",529,13,0
"546","2020-09-01","whitfield","georgia",4002,53,0
"547","2020-09-01","wilcox","georgia",224,20,0
"548","2020-09-01","wilkes","georgia",225,3,0
"549","2020-09-01","wilkinson","georgia",291,17,0
"550","2020-09-01","worth","georgia",504,29,0
"551","2020-09-01","unknown","guam",2416,14,0
"552","2020-09-01","hawaii","hawaii",383,3,0
"553","2020-09-01","hawaiʻi","hawaii",0,0,1
"554","2020-09-01","honolulu","hawaii",7848,62,4
"555","2020-09-01","kauai","hawaii",57,0,0
"556","2020-09-01","maui","hawaii",340,8,1
"557","2020-09-01","ada","idaho",11297,127,1
"558","2020-09-01","adams","idaho",25,0,0
"559","2020-09-01","bannock","idaho",752,2,0
"560","2020-09-01","bearlake","idaho",40,0,0
"561","2020-09-01","benewah","idaho",116,2,0
"562","2020-09-01","bingham","idaho",505,6,0
"563","2020-09-01","blaine","idaho",606,6,0
"564","2020-09-01","boise","idaho",62,1,0
"565","2020-09-01","bonner","idaho",223,0,0
"566","2020-09-01","bonneville","idaho",1852,12,0
"567","2020-09-01","boundary","idaho",44,1,0
"568","2020-09-01","butte","idaho",22,0,0
